1, 2, 0, 3, 5, 6, 10, 4, 9, 14, 7, 11, 13, 15, 12, 8
1, 6, 2, 4, 3, 9, 8, 11, 5, 10, 0, 7, 13, 14, 15, 12
1, 3, 10, 4, 5, 2, 7, 8, 9, 12, 6, 15, 13, 14, 11, 0
1, 2, 7, 3, 9, 6, 12, 4, 10, 5, 8, 15, 13, 14, 11, 0
1, 3, 11, 4, 5, 7, 2, 8, 10, 13, 6, 12, 9, 0, 14, 15
1, 2, 3, 4, 5, 6, 10, 7, 0, 9, 14, 8, 13, 12, 11, 15
0, 2, 8, 3, 1, 5, 7, 4, 13, 6, 11, 12, 10, 9, 14, 15
2, 3, 7, 4, 1, 15, 10, 8, 5, 6, 0, 11, 9, 13, 14, 12
1, 6, 2, 4, 9, 10, 8, 0, 7, 5, 3, 12, 13, 14, 11, 15
1, 2, 3, 4, 6, 10, 8, 15, 5, 11, 0, 7, 9, 13, 12, 14
2, 9, 3, 4, 1, 5, 7, 8, 0, 13, 10, 12, 14, 6, 11, 15
5, 1, 3, 4, 2, 0, 6, 8, 10, 11, 7, 14, 9, 13, 15, 12
1, 2, 0, 4, 5, 8, 3, 12, 10, 7, 11, 15, 9, 6, 13, 14
1, 7, 6, 3, 5, 12, 4, 0, 9, 2, 10, 8, 13, 14, 11, 15
1, 3, 7, 4, 5, 6, 2, 0, 9, 11, 8, 10, 13, 14, 15, 12
1, 6, 2, 8, 5, 10, 4, 3, 13, 9, 0, 12, 14, 11, 7, 15
1, 2, 3, 7, 6, 10, 8, 4, 0, 5, 11, 12, 9, 13, 14, 15
1, 2, 3, 4, 5, 6, 11, 0, 9, 8, 12, 7, 13, 14, 15, 10
1, 2, 0, 3, 5, 10, 6, 4, 9, 14, 15, 8, 13, 11, 12, 7
7, 2, 0, 3, 1, 5, 10, 4, 9, 6, 11, 8, 13, 14, 15, 12
1, 2, 3, 4, 5, 0, 6, 7, 9, 8, 10, 12, 13, 14, 11, 15
1, 3, 7, 4, 9, 2, 15, 8, 6, 10, 5, 11, 13, 0, 14, 12
2, 3, 4, 8, 1, 7, 10, 0, 5, 9, 15, 11, 13, 6, 14, 12
1, 2, 0, 3, 5, 6, 8, 4, 11, 12, 7, 15, 9, 13, 10, 14
1, 2, 3, 4, 5, 6, 8, 11, 0, 10, 7, 12, 13, 14, 9, 15
