9, 1, 0, 4, 2, 10, 3, 6, 7, 5, 11, 8, 13, 14, 15, 12
2, 6, 3, 4, 1, 14, 7, 8, 0, 9, 5, 12, 10, 13, 11, 15
1, 6, 0, 2, 5, 3, 11, 4, 9, 14, 15, 7, 13, 12, 10, 8
5, 2, 1, 4, 13, 9, 3, 7, 0, 10, 11, 8, 14, 6, 15, 12
2, 3, 0, 4, 1, 5, 14, 8, 11, 7, 6, 12, 10, 9, 13, 15
2, 6, 0, 4, 1, 7, 3, 8, 5, 10, 12, 11, 13, 9, 14, 15
2, 6, 3, 4, 1, 15, 7, 8, 9, 5, 11, 12, 13, 0, 10, 14
1, 2, 7, 3, 9, 0, 10, 6, 11, 5, 12, 4, 13, 14, 8, 15
1, 2, 3, 4, 5, 0, 6, 10, 13, 9, 14, 7, 15, 12, 11, 8
5, 1, 2, 4, 10, 9, 7, 8, 13, 3, 6, 11, 14, 15, 12, 0
1, 3, 0, 4, 5, 12, 7, 6, 9, 2, 8, 10, 13, 14, 11, 15
1, 2, 4, 7, 6, 0, 11, 8, 5, 9, 3, 12, 13, 10, 15, 14
1, 2, 3, 4, 5, 7, 15, 8, 9, 14, 0, 12, 13, 11, 10, 6
1, 3, 5, 4, 9, 14, 2, 8, 6, 7, 12, 15, 13, 11, 10, 0
3, 4, 5, 8, 2, 6, 1, 7, 9, 14, 10, 11, 13, 0, 15, 12
1, 7, 8, 11, 6, 0, 3, 4, 5, 2, 9, 12, 13, 10, 14, 15
7, 5, 2, 3, 1, 0, 10, 4, 9, 14, 12, 8, 13, 11, 6, 15
2, 6, 4, 8, 1, 10, 3, 12, 0, 5, 13, 7, 9, 14, 11, 15
2, 10, 3, 4, 5, 1, 12, 6, 9, 14, 7, 8, 13, 0, 11, 15
6, 1, 2, 3, 7, 9, 8, 4, 13, 11, 0, 12, 10, 5, 14, 15
1, 5, 2, 4, 9, 0, 6, 8, 13, 3, 11, 12, 14, 7, 10, 15
2, 3, 0, 4, 1, 6, 11, 7, 5, 15, 8, 12, 10, 9, 13, 14
1, 2, 12, 3, 5, 7, 4, 15, 9, 11, 0, 8, 13, 6, 10, 14
6, 1, 2, 8, 10, 0, 4, 12, 5, 11, 3, 7, 9, 13, 14, 15
5, 1, 2, 4, 9, 0, 10, 3, 13, 6, 12, 8, 14, 7, 11, 15
