5, 1, 3, 4, 2, 10, 7, 8, 0, 11, 6, 12, 9, 13, 14, 15
1, 11, 2, 4, 3, 10, 7, 0, 5, 9, 6, 8, 13, 14, 15, 12
0, 2, 3, 4, 1, 5, 6, 8, 13, 9, 7, 10, 14, 12, 11, 15
1, 2, 3, 4, 6, 9, 8, 11, 5, 14, 0, 15, 13, 12, 10, 7
2, 3, 4, 12, 1, 8, 7, 0, 9, 5, 6, 10, 13, 14, 11, 15
1, 6, 7, 2, 5, 10, 11, 3, 13, 9, 0, 4, 14, 15, 12, 8
1, 2, 4, 8, 9, 0, 5, 7, 6, 3, 10, 11, 13, 14, 15, 12
1, 10, 2, 4, 9, 5, 3, 6, 0, 13, 8, 7, 14, 11, 15, 12
1, 6, 2, 4, 10, 0, 3, 8, 13, 9, 5, 12, 14, 11, 7, 15
1, 3, 8, 4, 6, 0, 9, 11, 5, 10, 2, 7, 13, 14, 15, 12
1, 10, 2, 4, 6, 5, 3, 7, 0, 14, 11, 8, 9, 13, 15, 12
1, 2, 4, 8, 9, 7, 3, 15, 6, 5, 0, 10, 13, 14, 12, 11
5, 1, 0, 4, 9, 11, 2, 6, 10, 3, 8, 7, 13, 14, 15, 12
1, 4, 0, 7, 5, 6, 10, 2, 9, 12, 3, 8, 13, 14, 11, 15
1, 2, 3, 4, 9, 7, 5, 8, 0, 13, 6, 15, 14, 10, 12, 11
1, 2, 4, 8, 5, 7, 11, 3, 0, 13, 9, 12, 10, 14, 6, 15
5, 1, 2, 4, 6, 11, 3, 8, 13, 14, 9, 12, 10, 0, 7, 15
1, 3, 7, 4, 5, 8, 6, 0, 9, 2, 11, 12, 13, 14, 15, 10
5, 1, 3, 4, 9, 2, 7, 0, 13, 6, 14, 8, 11, 10, 15, 12
1, 2, 3, 4, 6, 10, 15, 7, 5, 12, 0, 8, 9, 11, 13, 14
6, 1, 2, 4, 7, 0, 3, 8, 5, 15, 14, 11, 9, 13, 10, 12
2, 3, 7, 4, 5, 1, 15, 8, 9, 6, 10, 11, 13, 0, 14, 12
1, 6, 2, 4, 5, 0, 3, 7, 9, 10, 15, 11, 13, 12, 14, 8
5, 1, 3, 4, 14, 6, 7, 8, 2, 9, 0, 11, 13, 15, 10, 12
5, 1, 0, 3, 9, 7, 2, 4, 13, 6, 8, 11, 14, 15, 10, 12
