5, 1, 4, 8, 9, 2, 6, 3, 14, 0, 7, 11, 13, 15, 10, 12
1, 2, 3, 4, 5, 11, 10, 6, 14, 13, 8, 7, 9, 15, 0, 12
1, 2, 3, 0, 9, 5, 6, 4, 13, 15, 7, 8, 10, 14, 12, 11
1, 2, 3, 7, 10, 5, 8, 4, 6, 0, 11, 12, 9, 13, 14, 15
1, 3, 9, 4, 11, 2, 0, 8, 5, 7, 6, 12, 13, 10, 14, 15
1, 6, 2, 3, 5, 10, 0, 7, 9, 15, 12, 4, 13, 14, 11, 8
1, 3, 7, 4, 5, 2, 6, 10, 9, 14, 8, 0, 13, 11, 15, 12
1, 2, 3, 4, 5, 15, 6, 8, 13, 9, 12, 7, 10, 14, 0, 11
5, 1, 2, 4, 0, 7, 3, 14, 9, 6, 11, 8, 13, 15, 10, 12
1, 2, 4, 8, 9, 7, 12, 11, 6, 5, 3, 0, 13, 10, 14, 15
1, 2, 4, 0, 5, 10, 3, 7, 13, 9, 6, 8, 14, 12, 15, 11
1, 2, 3, 0, 5, 7, 8, 4, 9, 6, 11, 15, 13, 14, 10, 12
1, 0, 2, 4, 5, 10, 3, 6, 9, 12, 15, 7, 13, 14, 8, 11
1, 10, 6, 8, 5, 7, 4, 2, 9, 0, 3, 12, 13, 14, 11, 15
1, 2, 3, 4, 0, 5, 12, 7, 9, 13, 6, 8, 10, 14, 11, 15
1, 2, 3, 0, 5, 6, 10, 4, 7, 9, 11, 8, 13, 14, 15, 12
1, 6, 2, 3, 9, 5, 0, 8, 10, 7, 15, 4, 13, 14, 12, 11
2, 5, 3, 4, 1, 7, 11, 12, 9, 6, 8, 0, 13, 14, 10, 15
5, 1, 2, 4, 10, 14, 3, 7, 9, 15, 6, 8, 13, 11, 0, 12
1, 2, 4, 8, 5, 10, 0, 11, 13, 3, 6, 7, 14, 9, 15, 12
1, 2, 3, 4, 13, 9, 0, 8, 6, 7, 5, 12, 10, 14, 11, 15
5, 1, 3, 0, 9, 6, 8, 4, 10, 2, 14, 12, 13, 11, 7, 15
1, 0, 3, 6, 9, 2, 8, 4, 13, 5, 7, 12, 14, 10, 11, 15
1, 2, 3, 4, 9, 14, 5, 8, 10, 6, 7, 11, 0, 13, 15, 12
6, 1, 3, 4, 9, 5, 7, 8, 2, 14, 10, 12, 0, 13, 11, 15
