0, 2, 4, 8, 1, 5, 6, 3, 9, 10, 7, 12, 13, 14, 11, 15
1, 2, 8, 3, 5, 6, 7, 0, 9, 10, 12, 4, 13, 14, 11, 15
0, 1, 2, 4, 5, 6, 3, 8, 9, 14, 7, 12, 13, 11, 10, 15
1, 3, 7, 4, 5, 2, 10, 0, 9, 6, 12, 8, 13, 14, 11, 15
1, 2, 3, 4, 5, 6, 11, 7, 9, 10, 12, 15, 13, 0, 14, 8
0, 1, 2, 4, 5, 10, 3, 7, 9, 11, 6, 8, 13, 14, 15, 12
1, 2, 0, 4, 5, 7, 3, 8, 9, 6, 12, 15, 13, 10, 14, 11
1, 2, 3, 4, 6, 9, 11, 7, 5, 14, 10, 8, 13, 0, 15, 12
1, 2, 3, 4, 5, 10, 6, 11, 9, 14, 8, 7, 13, 0, 15, 12
2, 3, 0, 4, 1, 5, 11, 7, 9, 6, 10, 8, 13, 14, 15, 12
1, 2, 3, 4, 6, 14, 7, 8, 5, 10, 0, 12, 9, 13, 11, 15
1, 6, 2, 4, 10, 0, 3, 8, 5, 9, 7, 11, 13, 14, 15, 12
5, 1, 3, 4, 9, 2, 6, 8, 0, 11, 7, 12, 13, 10, 14, 15
1, 3, 6, 4, 5, 2, 12, 7, 9, 10, 0, 8, 13, 14, 11, 15
1, 3, 4, 8, 5, 2, 7, 12, 9, 6, 10, 15, 13, 14, 11, 0
1, 3, 7, 4, 5, 2, 8, 12, 9, 6, 0, 11, 13, 10, 14, 15
1, 3, 6, 4, 5, 2, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12
2, 6, 0, 4, 1, 7, 3, 8, 5, 9, 10, 12, 13, 14, 11, 15
1, 2, 3, 4, 10, 9, 6, 8, 0, 5, 7, 12, 13, 14, 11, 15
1, 2, 3, 4, 9, 5, 6, 7, 10, 11, 8, 12, 13, 14, 15, 0
1, 2, 0, 4, 5, 11, 3, 7, 9, 6, 15, 8, 13, 10, 14, 12
1, 3, 4, 8, 6, 2, 7, 0, 5, 9, 10, 11, 13, 14, 15, 12
1, 2, 3, 4, 5, 6, 7, 8, 13, 9, 12, 15, 14, 11, 10, 0
5, 1, 3, 4, 9, 2, 7, 8, 13, 6, 11, 12, 10, 0, 14, 15
5, 1, 3, 4, 2, 7, 11, 8, 9, 6, 0, 12, 13, 10, 14, 15
