1, 0, 3, 5, 2, 6, 4, 7, 8
2, 0, 3, 1, 5, 6, 4, 7, 8
1, 2, 3, 0, 8, 5, 4, 7, 6
1, 2, 3, 5, 6, 0, 4, 7, 8
4, 1, 3, 0, 2, 5, 7, 8, 6
1, 2, 3, 5, 7, 6, 4, 0, 8
1, 5, 2, 4, 8, 3, 7, 0, 6
4, 1, 2, 0, 5, 3, 7, 8, 6
1, 2, 3, 7, 4, 5, 8, 0, 6
1, 2, 3, 4, 6, 8, 7, 0, 5
1, 5, 2, 0, 4, 3, 7, 8, 6
1, 3, 6, 4, 2, 0, 7, 5, 8
1, 2, 3, 7, 4, 6, 5, 0, 8
1, 3, 5, 4, 2, 0, 7, 8, 6
2, 0, 3, 1, 4, 5, 7, 8, 6
1, 0, 2, 4, 6, 3, 7, 5, 8
2, 0, 3, 1, 4, 6, 7, 5, 8
1, 2, 3, 4, 8, 0, 7, 6, 5
1, 5, 2, 4, 3, 0, 7, 8, 6
4, 1, 3, 0, 2, 6, 7, 5, 8
