1, 2, 3, 4, 5, 6, 14, 7, 9, 11, 15, 8, 13, 10, 12, 0
1, 6, 2, 3, 5, 10, 7, 4, 9, 15, 0, 8, 13, 14, 12, 11
2, 3, 0, 4, 1, 5, 7, 8, 14, 6, 10, 11, 9, 13, 15, 12
1, 6, 2, 4, 5, 10, 3, 7, 13, 9, 0, 8, 14, 15, 11, 12
5, 3, 6, 4, 2, 0, 1, 8, 9, 10, 7, 12, 13, 14, 11, 15
1, 6, 2, 4, 5, 0, 3, 8, 13, 11, 7, 12, 10, 9, 14, 15
0, 2, 3, 4, 1, 5, 10, 8, 9, 14, 6, 11, 13, 15, 7, 12
1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 0, 10, 13, 12, 14, 11
1, 2, 7, 3, 6, 0, 11, 4, 5, 10, 15, 8, 9, 13, 14, 12
1, 6, 2, 4, 5, 11, 3, 8, 10, 13, 7, 12, 9, 0, 14, 15
1, 2, 3, 4, 5, 6, 8, 12, 13, 9, 7, 15, 10, 14, 11, 0
1, 2, 0, 3, 5, 12, 7, 4, 9, 6, 10, 8, 13, 14, 11, 15
1, 2, 3, 4, 10, 9, 6, 7, 13, 5, 11, 8, 14, 0, 15, 12
2, 10, 3, 4, 1, 9, 6, 8, 5, 14, 7, 12, 13, 0, 11, 15
1, 2, 4, 8, 5, 7, 12, 0, 9, 6, 3, 11, 13, 10, 14, 15
1, 2, 0, 4, 6, 14, 3, 8, 5, 10, 7, 11, 9, 13, 15, 12
1, 2, 3, 4, 6, 14, 7, 8, 5, 13, 10, 11, 9, 15, 12, 0
1, 6, 2, 4, 5, 11, 3, 8, 13, 9, 7, 12, 10, 0, 14, 15
0, 1, 2, 4, 5, 6, 3, 7, 9, 10, 11, 15, 13, 14, 12, 8
1, 2, 3, 4, 5, 7, 12, 8, 10, 6, 0, 15, 9, 13, 14, 11
1, 2, 3, 4, 6, 11, 7, 8, 5, 13, 14, 12, 9, 0, 10, 15
2, 10, 3, 4, 5, 1, 6, 8, 0, 9, 7, 11, 13, 14, 15, 12
1, 2, 3, 4, 5, 7, 14, 0, 9, 6, 12, 8, 13, 11, 10, 15
1, 6, 2, 4, 5, 10, 3, 8, 0, 13, 7, 12, 14, 9, 11, 15
5, 1, 6, 4, 3, 0, 2, 8, 9, 10, 7, 11, 13, 14, 15, 12
